title,genre,director,country,year
Виновный свидетель,Фильм нуар,Джозеф Лернер,,1950
Битва за Рим,"военно,историческая,драма,пеплум",,,
Берег юности,,Лев Цуцульковский,,1969
Белый флюгер,приключенческий фильм,Давид Кочарян,,1969
Белый взрыв,драма,Станислав Говорухин,,1969
Белые волки,"вестерн,драма,исторический фильм",,,
Беспечный ездок,роуд-муви,,,
«Белое солнце пустыни»,"истерн,трагикомедия",Владимир Мотыль,,1969
Безымянные,,,,1969
Грешница,драматический фильм,,,
Голливудская история,"Фильм нуар,Триллер",Уильям Касл,,
Вор,"Фильм нуар,Триллер",Джозеф Лоузи,,1951
Версия Браунинга,драма,Энтони Асквит,,1951
Великий Карузо,"музыкальный фильм,биография,драма",Ричард Торп,,1951
В степи,драма,Борис Бунеев,,
Бонифаций-сомнамбула,комедия,Морис Лабро,,
Бой закончится завтра,драматический фильм,,,
Дневник полицейского,фильм-драма,Сэйдзи Хисамацу,,
Бурный прилив,Фильм нуар,Джордж Шерман,,1951
Длинноногий папочка,"драма,мелодрама,мюзикл",Жан Негулеско,,1955
Длинная серая линия,"биографическая,драма,комедия",Джон Форд,,1955
Длинные зубы,драма,,,1955
Бродяга,драматический фильм,,,1951
Джентльмены женятся на брюнетках,"романтическая,комедия",Ричард Сэйл,,
Дело Румянцева,"мелодрама,детектив",Иосиф Хейфиц,,1955
"День, когда Земле пришёл конец","постапокалиптический,научно-фантастический,фильм ужасов",Роджер Корман,,
Вор,"Фильм нуар,Шпионский фильм",Расселл Раус,,1952
"День добрый, улыбка",комедия,Клод Соте,,1955
Вождь краснокожих и другие…,"комедия,приключения,вестерн","Генри Костер,Генри Хэтэуэй,Жан Негулеско,Говард Хоукс,Генри Кинг",,
Джо Макбет,"Фильм нуар,Гангстерский фильм",Кен Хьюз,,1955
Волки охотятся ночью,,Бернар Бордери,,1952
Вкус риса с зелёным чаем,драма,Ясудзиро Одзу,,1952
